37609	5036	3	54.09
3988	1086	15	157.88
1438	151	54	264.84
142	7385	3	6.7
5625	149	15	80.47
1051	824	6	30.77
3611	229	8	40.67
507	1515	8	43.39
1023	836	3	11.14
2009	868	12	95.61
129	43089	3	21.84
2011	115	14	12.22
896	3204	4	27.32
298	8033	3	17.41
30918	102	3	6.83
104	28249	3	7.43
122	45284	3	19.91
107	19327	3	7.24
1355	102	57	33.15
242	148	46	29.96
3400	106	28	71.05
1776	333	4	13.43
1265	150	8	7.55
903	12162	13	186.34
336	884	4	8.63
13	3240	3	7.65
44857	887	3	42.85
21719	119	3	11.38
6920	119	5	8.64
119	1152	18	10.9
110	33995	4	23.42
114	361	200	448.58
1706	127	12	12.72
684	739	3	8.33
108	17346	8	43.06
179	1612	9	22.95
2185	450	8	48.04
15554	138	5	27.44
2610	630	3	15.15
104	11306	6	10.05
107	20913	3	7.24
21574	102	4	7.7
3578	36905	3	51.57
3091	2939	5	48.91
9963	2433	16	263.4
102	10121	7	6.83
115	6949	5	7.58
404	1290	3	7.89
13062	103	6	8.61
1457	524	4	16.1
7246	261	3	15.8
409	110	162	313.66
8495	121	4	7.69
24613	109	4	18.05
531	315	5	7.57
15490	114	6	23.32
143	5376	5	12.33
3535	149	12	43.47
111	24116	3	9.57
1906	424	4	16.43
373	103	121	10.75
7758	111	17	73.79
337	1310	3	6.86
108	18964	3	7.15
7299	105	11	27.51
147	2341	43	232.59
109	19360	6	28.79
16286	106	4	9.84
306	112	85	33.32
162	12422	6	36.06
141	18551	3	13.54
208	3834	3	8.54
3180	453	14	112.98
3691	12	5	6.71
131	15264	3	10.08
117	1183	16	7.37
148	235	36	11.25
14345	31741	4	84.34
103	15102	5	7.18
3205	229	9	45.8
111	6261	7	11.35
3415	106	12	11.23
354	14	639	11.11
27816	204	5	51.16
513	1054	5	18.93
8467	126	4	9.09
417	2787	3	12.86
1666	945	3	14.62
277	12551	4	30.56
3232	648	3	16.73
235	3703	3	9.86
8634	131	6	20.16
173	1026	9	13.88
2692	166	7	18.07
3679	132	8	16.24
116	32907	3	14.29
199	1060	8	15.63
107	1180	27	13.73
1493	22579	5	70.84
4284	189	5	18.11
111	3092	15	22.28
109	3819	12	16.93
264	1392	12	51.72
